0;False;1.1148;0.3194 -0.5291 -0.0230 0.7787 -0.4096 0.0000 -0.2701
1;True;2.0794;0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000
2;False;-0.0638;-0.0348 -0.3694 0.0526 -0.0384 -0.1587 -0.1676 0.0045
3;True;1.7918;0.0000 -0.0000 0.0000 -0.0000 -0.0000 0.0000 0.0000
4;False;2.2765;0.0074 -0.0160 0.0024 -0.0328 0.0027 0.0155 0.0112
5;True;1.6094;0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
6;False;4.3335;-0.2086 0.6184 1.3429 0.0113 -0.1249 0.5075 0.0865
7;True;1.9459;0.0000 -0.0000 -0.0000 -0.0000 0.0000 -0.0000 -0.0000
